Gene	logFold_proB_preproB
Capza2	0.30457599999999996
Pgd	-1.18681
Dnaja1	-0.6951982
Cryz	-0.08991370833333334
Psma3	-0.1654089
Dock10	0.1725166896551724
Pcmt1	-0.14113910526315787
Sf1	-0.2981914444444444
Wdr26	-0.19377728571428574
Paox	0.03573983333333333
Mrpl40	0.674551
Pgp	3.83386
Ablim1	0.19926906666666666
Psma7	0.5376035
Dnmt3b	-0.1776405
Dnmt3a	-0.19081648518518518
Lrba	0.3072945555555555
Ktn1	-0.0625204776119403
Rad21	1.8733524
Dlst	-0.28390304285714285
Psma5	1.35613005
Chm	-0.451901
Sdcbp	0.16260916
Mrpl54	0.0201978
Mrpl55	0.5415448
Mrpl57	-0.55923
Ilkap	0.14913994444444445
Mrpl52	-0.03749099999999998
Mrpl53	0.000709864
Acly	-2.4807611325
Mrpl58	0.213317625
Maip1	0.0791683
Foxo3	-0.23799214285714285
Igbp1	-0.0856594
Svil	0.005479899999999985
Cryl1	-0.0351105
Rangap1	2.348526666666667
Nfyc	0.030125428571428563
Nfyb	0.69042559
Nfya	-0.10630042857142856
Cdk2ap2	0.07960754545454546
Srp14	-0.39777799999999996
Atp6v0d1	-1.37332
Scamp2	-0.14133420000000002
Scamp3	-0.22208999999999998
Prrc1	-1.10012
Unc45a	-0.26841269333333334
Rock1	-0.146547
Polr2e	1.283
Polr2d	0.243593
Polr2a	-0.633117
Polr2c	-0.2853465460000001
Polr2b	0.0232049
Cdk5rap3	-0.16141988095238094
Polr2h	-0.049266333333333336
Polr2j	0.026176800000000017
Smc1a	0.831057
Dock8	-8.5832
Adnp	0.421997
Dock2	-0.141342775
Cdk11b	0.19711116666666664
Rbm26	-0.10317750666666668
Slc25a3	0.24947833333333333
Stat5a	-0.33058666666666664
Rbm25	-0.09431748571428573
Rbm22	-0.41808
Hibch	0.6967891666666667
Rbm28	-0.026573466666666667
Hmbs	0.1278578333333333
Dld	0.247028
Poldip3	-1.8273352200000001
Poldip2	-1.3071865
Fcgr2b	0.06056357142857143
Ykt6	-0.136031
Sccpdh	0.28858429999999996
Slc25a5	0.375646
Rpl7l1	-0.270619
Sh2b1	-0.109259095
Slc25a4	-0.0296876
Rnf20	1.0296081124999998
Kif20a	1.02099325
Hsd17b12	0.0
Gspt1	-0.14427449999999997
Stmn1	1.0010964
Foxk1	-0.21332194999999998
Rab2a	-1.30266
Eif2ak2	-0.632528
Eif2ak4	0.1485338142857143
Ndc1	-0.34782623333333335
Ube2d1	0.429173
Fkbp1a	0.24040142857142857
Phf6	0.10603803333333334
Baiap2	-0.8827020000000001
Vasp	-0.906785
Phf2	-0.00887548
Xab2	0.43713
Hsdl2	-0.6914502222222222
Kif1bp	-0.37932930769230766
Tnpo2	0.20370891666666666
Tnpo3	1.0950585
Tnpo1	-0.03689825000000001
Chd1l	-0.0653852
Gm20498	0.9715325000000001
Nudc	-0.196791
Trmt1	-0.020438477419354846
Katna1	-0.35502471428571425
Tfrc	0.08437918333333333
Lpp	-0.49840366666666663
Stk38l	1.2704138
Cdkn2aipnl	1.410603
Dbi	-0.637211
Fkbp15	-2.34651266
Nedd4l	0.22220505384615385
Arid2	0.0041579500000000005
Nup214	-0.3030853333333334
Nup210	-1.5408113333333333
Dbt	0.0022603666666666665
Pip4k2b	-0.433003
Grcc10	-0.225303
Ifitm2	0.421891
Cenpc1	1.26896
Scd1	8.00744
Comt	-0.03634675
Tubg1	0.82225
Purb	0.1264485
Pura	0.516285
Ldb1	-0.39935099999999996
Abcb7	0.307377
Copg1	-0.2993215
Gosr2	0.02389805
Armt1	0.11161383333333334
Ephx1	1.76415
Lonp1	0.0116819
6030458C11Rik	-0.9598357142857142
Rrp7a	-0.2796235
Arpc3	-0.0585972
Arpc1b	-0.3326781666666666
Pdia5	0.0
Pdia4	-1.30765
Pdia3	-1.3197655
Arpc5	0.5190865
Arpc4	-0.9553477000000001
Lzic	0.41176945
Spata13	0.152789545
Sgpl1	-0.3749327777777778
Rpl7a	0.0
Arsb	-1.40425
Bmi1	-0.043135499999999986
Rftn1	-1.907405
Mphosph10	-0.596613
Nufip2	-0.023344500000000018
Dynlt1f	0.240899
Ythdc1	-0.6162501538461538
Erap1	-0.2562029928571428
Umps	0.7840179
U2af1	0.4314635
Ivns1abp	-1.1488237272727273
Txnl1	0.939478
U2af2	-0.15100755
Stoml2	0.0356654
Slc4a7	-0.030375400000000007
Bud31	-0.6187843749999999
Cul5	-0.17115037500000002
Mob1b	-0.0761785
Uqcrc1	0.3950596090909091
Cul1	0.36269154545454546
Cul2	-2.9582788000000004
Cul3	0.04945348750000002
Dpf2	-0.03358878571428571
Exoc3	0.4036592
Rtcb	-0.612097
Calr	-0.521642
Vcl	0.5966812499999999
Calu	-0.1220145875
Mpp6	-0.08229263333333334
Vcp	-0.210348
Kdm3b	-0.093938875
Cbfb	0.24038375000000003
Ptp4a1	-0.3001919666666667
Capn2	0.812215
Capn1	-2.11739
Rasal1	-2.3773916666666666
Rrbp1	0.19137300000000002
Tcea1	-0.8965779999999999
Rpl36a	-0.31459533333333334
Eif3j2	0.0980336
H2-K1	0.6334421666666666
Rp2	0.6239061428571429
Exoc4	-0.29311733333333334
Phb	-0.14110266666666668
Mfap3	-1.8840746666666666
Rars2	-1.217425
Mtor	-1.750305
Nsd3	-0.1726645809090909
Nsd2	0.39818195333333334
Fut8	-0.7568566250000001
Gcc2	0.36674428125
Atad3a	-0.20556292222222222
Plk1	1.17068
Nt5c3b	-0.327136
Timm21	-0.0492261
Col6a1	1.60883
Shkbp1	-6.93721
Sptbn1	-3.5411699999999997
Dglucy	0.40674124999999994
Nemf	0.02743955
Eea1	0.09868912499999999
Glrx5	0.08793825
Dhx37	0.06638228571428573
Myh9	-0.319325
Trp53bp1	-0.3590377066666666
Glrx3	0.01943350000000001
Casp6	-2.61309
Ap3s1	-0.5146067999999999
Rpe	0.22120511999999998
Arfgef2	1.5099645
Snrnp70	0.02040583333333333
Eif5b	1.07898
Eif5a	-0.22677442
Peli1	-0.35681149999999995
Pdlim1	-0.736996
Enoph1	-0.140108
Gid8	-0.21419849999999996
Txn2	0.006834142857142884
Polr1a	-0.19183799999999998
Polr1b	-0.017523500000000025
Polr1c	-0.08581078823529416
Polr1d	-0.1243637777777778
Polr1e	0.20626717857142857
Tmpo	0.8397536666666666
Champ1	-3.2509514999999998
Rmdn3	0.07248866666666667
Rab5c	-1.1131098571428573
Nrd1	1.237792
Unc119b	0.370744
Mmgt1	0.181932
Fyn	-0.023064666666666688
Zpr1	0.016921142857142853
G6pdx	0.0881455
Wdr12	-0.45084891615384615
Rbm10	0.07015292714285713
Plec	-1.000337380952381
Sptlc1	-0.934044
Lrmp	0.4660609090909091
Nvl	0.740098
Snx27	0.1990740666666667
Fam192a	-0.06911140740740741
Tardbp	-0.01605374605263158
Mogs	-1.70182
Bub3	0.2833788888888889
Serf1	-0.717962
Rpn1	0.37810179999999993
Qrich1	0.16899845428571428
Rbm14	0.2838024
Mrpl43	-5.6801975
Kif15	0.573663947368421
Mrpl41	-0.005931571428571433
Psma1	0.74563
Psma6	0.048283999999999994
Kif11	2.01649
Psma4	0.05971896000000001
Mrpl44	0.26925
Mrpl49	1.68758
Bcl7a	0.6605916666666667
Adi1	-0.799531
Acaa2	-0.492811
Nolc1	-0.023482818181818157
Rpl18a	-0.18305017647058824
Fam207a	-0.03619775
Rps15a	-0.2848300588888889
Hpf1	0.43802140000000006
Pdk1	-0.597014
Zgpat	0.38526475
Pdk3	0.632083
Tiprl	0.5799746666666666
Mtif2	0.10466363636363636
Ampd2	0.8977999999999998
Sh3bgrl	0.16176
Rprd2	0.37444344444444444
Cndp2	3.1039733333333337
Atp5c1	0.47986236363636364
Grpel1	0.510127
Zdhhc13	0.1751998181818182
Ncf2	-0.41186909090909096
Phka1	2.6872420000000004
Ncf1	-5.97663
Srp9	0.6166103333333334
Lgals9	3.3019266666666667
Crem	0.006249325301204841
Tuba4a	-0.39248973684210525
Lgals3	-2.299459818181818
Lgals1	-5.16646
3110082I17Rik	0.280564
Dck	3.28031
2410015M20Rik	-0.41201
Ptgr1	2.26804
Ptgr2	-0.11735111500000003
Eftud2	-1.0783933300000001
Paics	0.03546629411764702
Rwdd4a	-0.13189366666666666
Golga3	0.4675034
Rbm17	0.3365002
Golga5	0.013193250000000004
Rbm15	0.994504
Gmfg	0.19240725
2810004N23Rik	-0.800461
Rbm19	-2.0420033333333336
Uqcc2	-2.1081957583333333
Srpk1	0.027542666666666677
Csnk2b	0.2925752727272728
Srpk2	0.26028510000000005
Lmnb2	-0.08531
Ppp2r1a	0.07355618571428571
Ppp2r1b	0.20948892307692307
Lmnb1	1.54193
Srpr	-0.41762592307692314
Nedd1	-0.3898435
Nedd4	0.009525431250000002
Sec63	1.25494
Herc4	-0.24238210000000002
Stxbp2	-0.48117847058823526
Stxbp5	0.6171114615384615
Snapc4	-0.45571700000000004
Fmr1	-1.28416
Ankrd17	-0.14407838499999998
Hdgf	-0.24837200000000004
Uri1	1.5516951833333332
Ywhaz	-0.09427437692307693
Aaas	1.01356
Twf2	-0.19077481818181816
Spcs2	-0.5720625454545455
Tbk1	0.1525914
Fam49b	-0.6190678125
Prpf38a	0.935191
Prpf38b	0.041005777777777794
Spcs3	-0.0379581
Celf2	0.16051916470588237
Rpl36	-0.259581
Ywhah	0.580368
Slc25a24	-4.175633333333334
Med17	-0.04950260000000001
Med18	0.36266950000000003
Cwf19l1	-0.0383605
Ywhag	-0.3901735
Eya3	-1.6704036857142859
Ywhae	-0.7214319625000001
Gigyf2	0.046111936
Pcm1	0.280197
Egln1	0.368304
Prkdc	0.340465
Ezh2	0.997055875
Bop1	-0.678908
Myo9b	0.03084762857142858
Gfpt1	-0.11927375
Dnajc13	-0.12203241176470586
Etfa	0.790853
Etfb	0.20929609999999998
Tfam	0.43887267444444444
Scaf11	0.11165213999999998
Golph3	0.25111133333333335
Pdia6	-1.43825
Ubr7	0.466796
Ctdp1	-0.084553
Poglut1	0.298212
C330007P06Rik	0.4708556666666666
Lypla1	0.19880304166666665
Hibadh	0.796105
Vdac2	-0.06959710526315789
Vdac1	-0.2559795
Rnf31	0.08723842857142856
Gm3550	2.38363
Nup205	0.64362475
Mrpl47	0.498131
Cisd2	-0.6205266666666668
Rps3a1	-1.39786
Rcn2	-0.09738374999999999
Rcn1	-0.378938
Gba	-0.116391625
Rrp8	0.07171766666666667
Rrp9	0.030697866666666667
Esyt1	5.07435935
Sh3glb2	0.307602
Cisd1	2.822
Pgm2	-1.0010780000000001
Sec61b	0.07994302
Mybbp1a	-0.864911
Mrpl46	0.307905
Fam210a	0.264218
Tlk1	0.855679
Vars	0.17440999999999998
Cggbp1	-0.810841
Bcat2	0.0266025
Bcat1	0.4573332857142857
Etf1	-0.1745966
Mrpl45	0.071856
Nudcd2	4.4424225
Nudcd3	0.5063731333333333
Ywhaq	-1.09822765
Chaf1b	0.4673213888888889
Gm9844	-0.2910285
Il16	0.08724285714285714
Preb	-0.0983679
Usmg5	1.00724
Oat	1.581174
Nudt16l1	-0.817557
Ppig	-0.3984573333333333
Ppif	0.559755
Ppie	0.204879
Ppid	-0.322812
Ppib	-0.294448
Ppia	0.0
L2hgdh	-0.3453655
Khdrbs1	-0.7630943333333334
Ptk2b	0.100738625
Rmnd5a	0.106125525
Nup153	0.0168745
Grb2	-0.46632908333333334
Isy1	-0.40376711764705886
Thoc2	-0.5509860515151515
Thoc1	-0.0691155
Gm49336	-0.06482474999999999
Plin3	-1.44943
Memo1	-0.11286
Ubl5	-0.4376829565217392
Brix1	0.11530950000000001
Ubl7	0.0031552380952380894
Acaca	-0.021478607142857147
Vrk2	-0.5346953636363636
Wnk1	0.167543212
C1d	-0.12969050000000001
Ywhab	1.607967
Fen1	1.4249699999999998
Nop14	0.08994899999999999
Nop16	-0.10174975000000001
Ensa	0.072379
Bcr	-0.6273528
Blnk	2.2447869999999996
Tax1bp1	-0.4963875
Chd2	0.10604297727272725
Chd4	-0.0015975000000000295
Chd8	0.6060377692307692
Ccdc88b	-1.068705
Ik	-0.143312
Ppp6r3	-0.2211833636363637
Ppp6r1	0.29288177000000004
Gm4737	2.39134
Nt5dc2	1.1128723999999999
Cdc40	-0.511923
Cdc42	-0.3632935
Prkrip1	-0.006426000000000001
Fam120a	-0.0471296
Tma7	0.21087285714285714
Ahctf1	-1.0067326666666667
Acsl3	3.123583142857143
Hnrnpr	-0.2099688947368421
Hist3h2ba	3.73808
Hnrnpu	0.3977625
Acsl5	-0.5332615733333333
Erp44	0.128264
Hnrnpk	-0.01732015303030304
Hnrnpl	0.24768059999999997
Hnrnpm	-0.0015004666666666628
Dmap1	8.03553
Hnrnpc	-0.38210690625
Hnrnpd	0.27136911
Hnrnpf	0.128159
Safb2	-0.23335404892857145
Gdi1	1.562204
Dph5	0.03573641666666668
Erh	0.27731880000000003
Khsrp	0.340707
Tbrg4	0.013787800000000001
Mlh1	-0.16502766666666668
Ltn1	0.118333
Stk26	-2.7072900000000004
Lims1	0.287647
Gtf2a1	-0.22556649999999998
Gtf2a2	-0.0076226896551724165
Hdac2	-0.5357545
Otub1	-0.0430718
Dda1	-0.21603747083333333
Marcksl1	0.197998
Elavl1	0.020399307142857155
Thrap3	0.37804003210526316
Map2k4	0.240501
Cyb5a	0.7284895
Cyb5b	-1.14607
Pum2	0.15112494444444444
Pum3	-0.776167
Pum1	-0.1485048
Mdh2	0.20065912882352938
Mdh1	-0.10749650000000001
Pin1	0.548602
Npepps	0.5141896666666667
Pacsin2	-0.035378999999999994
Dnajc8	0.09942658124999999
Dnajc9	1.23454
Dnajc5	1.0493492857142857
Dnajc7	-0.40364183333333337
Rpl35a	-0.23981200000000005
Dnajc2	-2.4237295
Dnajc3	-1.25897
1810009A15Rik	0.536474
Gpn1	0.8177130272727271
Glo1	0.4561455
Myc	-0.9445626857142857
Lamtor5	0.35586979999999996
Dr1	-0.284908
Ccdc97	0.14997649999999998
Ppp2r2a	-0.026026737272727276
Pqbp1	0.33771340000000005
Ccdc93	-0.0446996
Cnpy4	-1.4181229499999999
Cnpy3	-0.582942175
Srp54a	-0.1136455
Psmb9	0.2780501475
Psmb8	-0.21840415
Psmb7	1.22183
Psmb6	0.376149
Psmb5	-0.27521466666666666
Psmb4	-0.118601
Ndc80	2.42885
Psmb2	-0.197413
Psmb1	0.541198
Ric8a	0.028331400000000007
Smg1	-0.77895275
Adh5	0.3731187777777778
Ankfy1	0.008167999999999995
Smg9	-1.07387
Ppp1r35	2.096555
Tra2a	-0.33348633333333333
Pgam5	0.243724
Pgam1	0.7061
Srp72	0.4366802857142857
Carnmt1	-1.48891
Ubtf	1.1759811666666669
Mrps28	1.36257
Ntmt1	0.14386539000000004
Mrps26	0.358118
Mrps27	-0.17894666666666667
Rap1gds1	0.236276375
Pabpc4	0.3926572857142857
Mrps23	-1.167624889
Mrps21	0.12736326250000002
Gtf2b	0.383622
Dtd1	1.26161
Stk4	0.8264005000000001
Hist1h2ah	2.08183
Zfp422	-1.8832624999999998
Stt3b	-1.44935
Gtf2i	-0.2578447857142857
Zyx	-0.6016142138461539
Nat10	-0.12019332857142852
Etv6	-4.3435939999999995
Jakmip1	0.13103547187499998
Pole3	1.484102
Otulin	-0.5943486666666666
Fmc1	0.300465
Ncor1	-0.069307
Me2	-0.32534
Dcps	0.3949832
Ndufa7	0.0
Ndufa4	0.6486988
Ndufa5	0.768765
Ndufa2	0.805908
Ndufa3	-0.01378043750000002
Nfu1	-0.27972133333333343
Pacs1	-1.59577
Pepd	0.04180366666666666
Tkfc	0.334001
Ndufa9	-0.7153396666666666
Coro1b	0.1231925
Coro1c	-0.13194325
Coro1a	-0.22019826
Krr1	0.5609805
Rae1	0.04095066666666667
Ada	1.28248
Armc10	0.18215679999999998
Pycard	-1.72337
Cep97	0.2006433928571428
Acot13	-0.433897
Csk	0.3490975
Adprhl2	-0.510206
Ssna1	0.912981
Huwe1	-0.5994197916666666
Sgta	-1.3204609999999999
Golm1	-1.59914
Suz12	0.26184175000000004
Mri1	-3.023844
Bag2	-3.996575
Nfatc1	-0.8693585800000001
Bag1	0.6830016333333333
Bag6	0.005533893750000005
Heatr3	-0.451119
Heatr1	0.39261123076923077
Mydgf	0.0630098
Chmp4b	-0.366849
Sfr1	-1.10163
Celsr1	-0.0496229375
Cyb5r3	-0.5330822222222221
Gm10767	-0.5550611000000001
Gusb	0.255659
Tbc1d15	-1.73435
Dlg1	0.004585692307692295
Rbmxl1	0.4061435
Rab3gap2	0.530939
Xpo7	-0.26945433333333335
Ddx10	-0.761314
Rab3gap1	-1.091055
Ltv1	-0.5565
Ddx18	0.187747
Marcks	-2.55671
Ndufa10	0.4681686
Ndufa12	-0.016780999999999997
Ndufa13	-0.0608406
Rps26	0.0
Cdkn2c	4.00521
Srsf7	0.547922
Srsf6	-0.31732069999999996
Srsf1	-0.12124105555555555
Rps23	-0.110323
Srsf3	-0.420619125
Rps21	0.0
Srsf9	0.20455643333333332
Rps28	-0.0033938714285714285
Rps29	1.15665
Esd	-0.16095023529411767
Cstb	1.11169
Pwp2	-0.569411
Slain2	0.04455033333333333
Lcp1	0.22106506666666667
Pwp1	-0.00543935
Prpf4b	-0.48994419411764706
Pomp	0.0083626875
Nck1	0.07178933333333332
Slc38a2	-0.449358
Dars	-0.2108885
Acadm	-0.05082
Pspc1	0.1526728
Mrpl50	0.0851428
Ndufs1	1.0996630625
Ndufs2	-1.2598735
Ndufs3	1.96196
Arhgdib	-0.381728625
Ndufs5	0.03362525
Ndufs6	0.3344708888888889
Ndufaf2	-0.19314591666666667
Ndufs8	0.906891
1700021F05Rik	2.00864
Atp6v1b2	-0.725428
Actr1b	-0.1888646
Sugt1	0.3016433333333333
Prps2	-1.27855
Zranb2	-0.01167478947368421
Fmnl1	-0.4724009466666667
Trp53i11	-1.3945245
Sh3glb1	-0.12331833333333336
Nckap1l	-0.0238218
Sept1	-0.24309535000000002
Crnkl1	0.597989
Rnmt	-0.4590816875
Sub1	-0.7753680000000001
Fnbp1	0.54915265
Bud13	0.06500975
Glmp	-0.59193725
Fnbp4	0.585288
Vta1	-0.2392362500000001
Lsm14a	0.22997800000000002
Atp1b3	0.82598
Btf3l4	0.5968297499999999
Myo18a	-0.751636046511628
Arfgap2	0.797775
Nif3l1	0.2021204
Arfgap1	0.37627374999999996
Swi5	0.3294575714285714
Tsn	-0.0434963
Ercc6l	1.81294
Csde1	-0.25622280833333333
Phip	0.24427427272727273
Ciapin1	1.086145625
Rbbp6	-0.16058556875
Rbbp5	0.7854317272727271
Rbbp4	0.12716775
Cux1	-0.17806291052631576
Maoa	6.24031
Rbm3	0.210285875
Ccnh	0.5113584285714285
Pik3ap1	0.176591
Ccnk	0.192161
Cdv3	-0.1174298181818182
Hnrnpa0	0.0260913
Hnrnpa1	0.968055
Atg4b	0.07530218823529412
Mrpl3	0.06024180555555555
Gm5814	-0.289507
Mrpl1	0.27573912500000003
Wbp2	0.2578245
Mad2l1bp	1.0165455
Cwc25	-0.4152393333333333
Wbp4	0.053796999999999984
Snx3	-0.009822766666666668
Snx2	1.8328
Snx1	-0.437597
Zc3h11a	0.07132035306122447
Snx6	0.14309412500000002
Snx5	-0.129531
Snx9	-2.06483
Aebp2	-0.845262
Ncapd2	1.100253
Cwf19l2	0.548129
Lactb2	0.575697
Rrm2	2.5183475
Rrm1	0.639167875
Picalm	-0.11893222083333337
Cdc5l	-0.354732
Tmem123	0.6800824299999999
Rsf1	-0.44251288888888896
Ublcp1	2.49523
Brat1	-3.3455385
Evi2	0.0
Ddb2	0.01520855
Tbl2	-0.20118075000000002
Ddb1	-0.541587
Shmt2	0.13376974000000003
Shmt1	0.009313779999999999
Tbl3	0.0261182
Tsen34	-0.23449291869565217
Glg1	-0.23740699999999998
Tsfm	0.2606254
Sms	0.22866779999999998
Trappc3	-0.0839974
Taco1	-0.222392
Diexf	-0.4153858478260869
Trmt1l	-0.06821616666666667
Ap2b1	0.17026873
Mcm3ap	-0.5863278333333333
Pdha1	0.169418
Rpl39	-0.00475324
Dnajb1	1.082838
Dnajb6	0.37046609090909094
Arhgef6	-0.39544003333333333
Sec24c	0.24995732941176474
Sec24b	-0.2596676666666667
Xrcc1	0.470282
Wdr70	-0.06601203600000001
Capg	-0.024567315789473677
Xrcc5	0.791154
Wdr77	-0.389559
Xrcc6	0.9477211666666667
Dynll1	0.3184005
Tfap4	-0.706187
Prrc2c	0.256936675
Prrc2a	-0.19092
Srrm2	0.301460583
Ccdc86	-0.885938
Mvd	1.322648
Psmc1	0.613117
Psmc2	0.364044
Psmc3	0.08823661538461539
Psmc4	0.2317595
Psmc5	2.5716746666666666
Psmc6	1.0577546666666666
Ints3	0.12248099999999999
Ints1	0.9706671000000001
Ints7	0.328176625
Ints5	0.001990799999999999
Numa1	0.5900970909090909
Ints9	0.399815
Isoc2a	0.29848210000000003
Parp1	-0.4795698875
Zfp787	-0.39424951249999995
Srp68	-0.4052915
Zcchc8	-0.07861243999999998
Srsf11	0.8475927222222223
Srsf10	0.1923753085714286
Papd5	-1.71777275
Atp2b1	0.13499952380952382
Zcchc6	-0.4876358095238096
Canx	-0.603947
Kcmf1	0.13009766666666667
Iars2	-0.04420333333333334
Cnot10	0.40453657142857147
Casp7	-0.282099
Mrps35	-0.040951625
Dpy30	1.3574899999999999
Arl3	-0.845538
Arl2	-0.363072
Mrps31	0.382444
Mrps30	0.171723
Arl6	-0.4792345571428571
Clip1	-0.08016371324324328
Mre11a	-0.5238966133333334
Snd1	-0.22696100000000002
Vti1b	0.27070072727272726
Aco1	-0.993785
Aco2	0.43002660000000004
Ctps2	-0.5422401666666666
Sel1l	-0.25552800000000003
Ube2o	0.3018495
Plcg2	-1.46284
Usp9x	-0.4309093333333333
Iba57	-1.5869858333333333
Dap	-0.6977915384615385
Mtdh	-1.5541343749999998
Mccc2	-0.023582214285714293
Mccc1	-0.1719145
Nrf1	-0.14794319545454546
Hmgcs1	0.2641957857142857
Vbp1	0.929855
Gins4	0.775669
Srrt	0.2752511818181818
Il18r1	-1.2899698333333334
C1qbp	0.63275
Snx12	-0.3542531666666666
Arhgap27	-2.137312
Gm45837	3.48747
Serpinb1a	-3.9793
Gnb2	0.5706203846153847
Crip1	-0.543994
Ewsr1	0.279715
Asna1	-0.655556
Ankrd13a	-5.112125
Dhfr	1.91704
Zfp326	-0.1597187272727273
BC005624	-0.00628444
Zc3hav1	-0.207039375
Ddrgk1	1.279527
Mthfd2	0.211772
Spata5	-0.3525795
Galk1	-0.0193634
Galk2	0.6252343
Ak3	-0.1428395
Ak2	0.33534474999999997
Ak6	1.1652926666666668
Mthfsl	0.0
Ak4	0.35472049230769226
Phf5a	0.765858
Adprh	0.0220947
Samm50	-0.0851645
Ube2s	0.8430648888888889
Ddx23	0.47308150000000004
Ddx21	-0.505596
Ddx20	-0.03253575
Ddx27	0.02535238333333333
Csnk1a1	-0.5576525454545455
Mrps9	-0.4514326125
Ddx24	0.8726596363636364
Mrps7	-0.842047
Mrps5	0.31558745714285713
Tsc22d4	-0.37224622222222226
Prep	3.90418
Pdcd11	-0.566449
Ssr1	-0.5170866000000001
Ssr2	0.8111058294117646
Ssr3	0.2197881666666667
Ssr4	4.72083985
Tacc1	0.17472515294117644
Glyr1	-0.333826
Bsg	0.10726578333333332
Cox15	-0.163636
Hirip3	-0.18285014285714282
Rps13	-0.1104445
Rps11	-0.10502353333333334
Rps10	-0.01845166666666666
Rps17	0.0
Lrwd1	0.5871107999999999
Rps15	0.41485399999999995
Rps14	0.11002685714285713
Hist2h3c1	1.999565
Rps19	0.5579698571428572
Rps18	0.0
Rcl1	-0.668546
Etfdh	-0.159512
Pfkp	1.556779257142857
Iws1	-0.26721344999999996
Tomm70a	0.0700519
Pfkl	0.22050669999999997
Gm10273	0.0
Copb1	-0.0525192
Cwc27	-0.04291850000000001
Gls	0.11439350000000001
Cwc22	-0.15265000000000004
Fryl	0.0989613529411765
Apbb1ip	0.324169
Crlf3	-0.374014
Pou2af1	6.253959999999999
Birc6	0.060304058823529384
Mpp1	0.012438454545454457
Lsm12	0.7583405000000001
Alyref	0.103695
Eef1b2	-0.023217135515873014
Ctu2	0.18070391666666666
Aprt	-0.0340349
Vcpip1	-0.0211007
Phf3	0.0411149090909091
Atp6v1c1	0.23164402923076924
Vps72	0.400619
Cab39l	-0.11708308333333335
Dgcr8	0.487288
Akr1b10	-0.2159015
mt-Nd5	0.501834
Msh2	-0.00045778333333333334
Vps37c	-1.6839
Msh6	-0.0165966
Msto1	0.14761316666666666
Tacc3	0.7431909444444444
Hectd1	-0.6608021333333333
Rtraf	-0.345809
Vps35	-0.0468659
Nfkb1	-1.5992365714285712
Nans	0.0217311
Prcp	-3.5836307499999998
Hist2h2ab	2.29158
Mapkapk2	1.002302
Kifc5b	1.6256
Anxa1	-2.03239
Sord	2.62846
Dis3	0.2972038
Anxa5	-0.680225
Raly	0.027077000000000004
Anxa7	0.294510125
Anxa6	-5.819985
Sun2	0.12770798125000005
Lsp1	-2.2597705454545456
Nenf	-1.59679
Timm10	0.8915595000000001
Zc3h13	-3.0606804999999997
Dars2	-0.151658
Zc3h15	0.0
Zc3h14	-0.06848538076923077
Mtx1	0.1284134
Dkc1	-0.1272277
Zc3h18	0.025218333333333304
Smarca2	-0.11978952873563219
Lrrc59	-0.671017
Smarca4	0.28412275000000003
Smarca5	0.433029
Plekha7	-0.5914157597222223
Riok1	-0.333275
Nup155	0.341953
Bax	0.13953392857142854
Ncstn	-0.05275712142857144
Pcbp2	-0.16862566666666665
Carhsp1	1.85419
Pcbp1	-0.372687
Gdi2	0.015536190476190486
Prc1	0.48392971428571435
Mrto4	-0.037962
Hsd17b4	-0.694419
Toe1	-0.0067742666666666665
Nipsnap1	0.26172734000000003
Lbr	0.18017206206896547
Inpp5d	1.14170532
Ran	0.6251295
Gfm1	0.0862194
Gfm2	0.30627204375
Rps27	-0.11880566666666666
Carm1	0.013215166666666658
Cyp20a1	1.6162714285714286
Atp5j2	0.287223
Pole	0.593377975
Polb	-0.02066611428571433
Tmem245	0.09494200000000001
Cpsf7	0.776911
Cpsf6	0.36931376875
Stt3a	-0.01495841764705882
Cpsf4	0.7732487538461539
Cpsf3	-0.20456457642857143
Cpsf2	0.438243
Marc2	-0.3112015
Mut	0.0689287
Ddx51	-0.26065066666666664
Fn1	-0.23357866000000002
Rtn4	-0.4260316666666667
Cops6	0.2366035
Asph	-1.2918862631578947
Eno1	-0.005020762692307691
Tpi1	0.0023133499999999927
Eno3	-2.5873983750000003
Timm13	-2.6494589399999997
Plekha2	0.29297100000000004
Vrk1	-0.0763951923076923
Rheb	-0.382934
Osbp	-0.447284
Pa2g4	0.7278941
Ap2s1	0.1721231
Becn1	-0.10122989375000002
Hic2	-0.327814
Ap1g1	-0.19886125
Ap1g2	0.034230500000000004
Prr12	-1.02325
Prpf8	-0.6774219428571426
Ptprd	0.08025067857142858
Aurka	2.33826
Aurkb	0.6121233333333334
Gm7879	0.7750716
Prpf3	0.9324677000000001
Syne3	-1.2976266666666667
Ybx1	0.9856944999999999
Prpf4	-0.132361
Ybx3	0.478186
Prpf6	-0.442458
Shc1	0.02029715172413792
Isoc1	0.0939608
Taldo1	-0.09543553846153846
Nono	0.720551
Arhgef7	-0.08772416666666666
Arhgef2	-0.20076675675675673
mt-Co2	0.282587
Arhgef1	0.527064
Trmt6	0.0110884
Trmt5	-0.3297886153846154
Hexim1	-0.18547
Mief1	-0.34002920000000003
Eif2s3x	0.017910499999999996
Unk	0.0693100000000001
Hnrnpll	0.7832433
Dido1	-0.2600618571428571
Cct6b	-1.6473347
Sirt1	-0.3017681833333334
Fxyd5	-0.6776140631578947
Brox	0.15524725586206897
Rgs10	-0.12351740000000001
Nop10	0.840782
